run_id,model,weighting,feature_mode,feature_space,num_features,seed,optimal_threshold,val_illicit_f1,val_pr_auc,val_illicit_precision,val_illicit_recall,val_roc_auc,test_illicit_f1,test_pr_auc,test_illicit_precision,test_illicit_recall,test_macro_f1,test_roc_auc,test_mcc,test_accuracy,test_tp,test_fp,test_tn,test_fn
55,Random Forest,Standard,full,Full Features (165),165,999,0.55,0.9474912485414235,0.9543644124676116,0.9902439024390244,0.9082774049217002,0.9871823046456876,0.7270935960591133,0.6601627928653936,0.9736147757255936,0.5801886792452831,0.8570605900025815,0.8712948652819217,0.7413796255748254,0.9752324749642346,369,10,10538,267
56,Random Forest,Weighted,full,Full Features (165),165,42,0.55,0.9357798165137615,0.9507929329097804,0.96,0.912751677852349,0.9865918320322957,0.7005649717514124,0.6590855497250854,0.8732394366197183,0.5849056603773585,0.842819799308542,0.8733479982493925,0.7014729488123435,0.9715665236051502,372,54,10494,264
57,Random Forest,Weighted,full,Full Features (165),165,123,0.53,0.9390103567318757,0.9511769841353929,0.966824644549763,0.912751677852349,0.9865429959514889,0.6979362101313321,0.6634837487973847,0.8651162790697674,0.5849056603773585,0.8414101292887437,0.8785866288401867,0.6978757426417832,0.97120886981402,372,58,10490,264
58,Random Forest,Weighted,full,Full Features (165),165,456,0.54,0.9382151029748284,0.9532600097220177,0.9601873536299765,0.9172259507829977,0.9877121761224418,0.699812382739212,0.660960915548296,0.8674418604651163,0.5864779874213837,0.8423951595416086,0.8774477799004492,0.6998837453589926,0.9713876967095851,373,57,10491,263
59,Random Forest,Weighted,full,Full Features (165),165,789,0.58,0.9421296296296297,0.9551688154835182,0.9760191846522782,0.9105145413870246,0.9892232088590426,0.7109826589595376,0.6641723409731342,0.917910447761194,0.5801886792452831,0.848458980675268,0.8839830436721736,0.7179132897067408,0.973175965665236,369,33,10515,267
60,Random Forest,Weighted,full,Full Features (165),165,999,0.56,0.9379310344827586,0.9531044848288263,0.9645390070921985,0.912751677852349,0.9884711332146172,0.7028571428571428,0.6608469632438637,0.8913043478260869,0.5801886792452831,0.8441108117888303,0.876296260520937,0.7064307862717762,0.9721030042918455,369,45,10503,267
61,XGBoost,Standard,full,Full Features (165),165,42,0.59,0.9369158878504673,0.9578604651720785,0.980440097799511,0.8970917225950783,0.9898043582206442,0.698382492863939,0.673569912519582,0.8843373493975903,0.5770440251572327,0.8417558662189939,0.8954135691168018,0.7014106655211583,0.9716559370529327,367,48,10500,269
62,XGBoost,Standard,full,Full Features (165),165,123,0.65,0.9437939110070258,0.959394230528937,0.9901719901719902,0.901565995525727,0.9905120374279723,0.7209302325581395,0.6722729258474949,0.9393939393939394,0.5849056603773585,0.8537159599236142,0.8903234807993647,0.7301106081115605,0.9742489270386266,372,24,10524,264
63,XGBoost,Standard,full,Full Features (165),165,456,0.48,0.9330254041570438,0.9582259159585713,0.964200477326969,0.9038031319910514,0.9896907033416754,0.7039106145251397,0.6719814908160311,0.863013698630137,0.5943396226415094,0.8444884151802932,0.8887232787878354,0.7027668743250928,0.9715665236051502,378,60,10488,258
64,XGBoost,Standard,full,Full Features (165),165,789,0.61,0.9393939393939394,0.9614247795893518,0.9805352798053528,0.901565995525727,0.9916317155715619,0.7200772200772201,0.6756799555804169,0.9325,0.5864779874213837,0.8532413102073706,0.8955071813071362,0.7281917259472586,0.9740701001430615,373,27,10521,263
